,Unnamed: 0,Time,Sensor,District,Fwy,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,32,37,42,47,52
55987011,55987011,10/01/2018 02:05:00,775961,7,126,E,ML,2.505,14,100,10.0,0.0024,64.1,5,0.0,0.0,71.6,1,5.0,2.0,0.0016,69.4,1,4.0,8.0,0.0055,62.8,1,0,0,0,0,0
55991864,55991864,10/01/2018 02:10:00,775961,7,126,E,ML,2.505,21,100,3.0,0.0009,67.9,7,1.0,0.0011,71.4,1,7.0,1.0,0.001,69.4,1,7.0,1.0,0.0007,63.0,1,0,0,0,0,0
55996717,55996717,10/01/2018 02:15:00,775961,7,126,E,ML,2.505,18,100,11.0,0.0026,68.8,6,2.0,0.0013,71.6,1,6.0,7.0,0.0056,69.5,1,6.0,2.0,0.0008,63.8,1,0,0,0,0,0
56001570,56001570,10/01/2018 02:20:00,775961,7,126,E,ML,2.505,15,100,6.0,0.0032,64.9,5,0.0,0.0,71.6,1,5.0,2.0,0.0052,68.6,1,5.0,4.0,0.0044,63.1,1,0,0,0,0,0
56006423,56006423,10/01/2018 02:25:00,775961,7,126,E,ML,2.505,21,100,2.0,0.0023,65.2,7,0.0,0.0,71.6,1,7.0,1.0,0.0052,67.9,1,7.0,1.0,0.0017,62.6,1,0,0,0,0,0
56011276,56011276,10/01/2018 02:30:00,775961,7,126,E,ML,2.505,15,100,2.0,0.0005,62.9,5,0.0,0.0,71.6,1,5.0,0.0,0.0,67.9,1,5.0,2.0,0.0014,62.9,1,0,0,0,0,0
56016129,56016129,10/01/2018 02:35:00,775961,7,126,E,ML,2.505,21,100,3.0,0.0005,63.6,7,0.0,0.0,71.6,1,7.0,0.0,0.0,67.9,1,7.0,3.0,0.0014,63.6,1,0,0,0,0,0
56020982,56020982,10/01/2018 02:40:00,775961,7,126,E,ML,2.505,18,100,7.0,0.0027,67.9,6,2.0,0.001,71.9,1,6.0,3.0,0.0022,68.8,1,6.0,2.0,0.0048,62.5,1,0,0,0,0,0
56025835,56025835,10/01/2018 02:45:00,775961,7,126,E,ML,2.505,18,100,0.0,0.0,67.7,6,0.0,0.0,71.9,1,6.0,0.0,0.0,68.8,1,6.0,0.0,0.0,62.5,1,0,0,0,0,0
56030688,56030688,10/01/2018 02:50:00,775961,7,126,E,ML,2.505,15,100,0.0,0.0,67.7,5,0.0,0.0,71.9,1,5.0,0.0,0.0,68.8,1,5.0,0.0,0.0,62.5,1,0,0,0,0,0
56035541,56035541,10/01/2018 02:55:00,775961,7,126,E,ML,2.505,18,100,0.0,0.0,67.7,6,0.0,0.0,71.9,1,6.0,0.0,0.0,68.8,1,6.0,0.0,0.0,62.5,1,0,0,0,0,0
56040394,56040394,10/01/2018 03:00:00,775961,7,126,E,ML,2.505,21,100,1.0,0.0003,71.7,7,1.0,0.0009,71.7,1,7.0,0.0,0.0,68.8,1,7.0,0.0,0.0,62.5,1,0,0,0,0,0
56045247,56045247,10/01/2018 03:05:00,775961,7,126,E,ML,2.505,21,100,6.0,0.0021,65.8,7,0.0,0.0,71.7,1,7.0,3.0,0.0021,69.3,1,7.0,3.0,0.0041,62.3,1,0,0,0,0,0
56050100,56050100,10/01/2018 03:10:00,775961,7,126,E,ML,2.505,21,100,10.0,0.0054,66.1,7,0.0,0.0,71.7,1,7.0,7.0,0.0106,67.9,1,7.0,3.0,0.0056,61.8,1,0,0,0,0,0
56054953,56054953,10/01/2018 03:15:00,775961,7,126,E,ML,2.505,18,100,10.0,0.0047,62.3,6,0.0,0.0,71.7,1,6.0,2.0,0.0012,69.0,1,6.0,8.0,0.0129,60.6,1,0,0,0,0,0
56059806,56059806,10/01/2018 03:20:00,775961,7,126,E,ML,2.505,15,100,8.0,0.0018,65.8,5,0.0,0.0,71.7,1,5.0,4.0,0.0027,69.5,1,5.0,4.0,0.0026,62.0,1,0,0,0,0,0
56064659,56064659,10/01/2018 03:25:00,775961,7,126,E,ML,2.505,21,100,5.0,0.0015,68.5,7,1.0,0.0011,71.5,1,7.0,3.0,0.002,69.7,1,7.0,1.0,0.0014,62.1,1,0,0,0,0,0
56069512,56069512,10/01/2018 03:30:00,775961,7,126,E,ML,2.505,15,100,8.0,0.0019,66.2,5,0.0,0.0,71.5,1,5.0,4.0,0.0031,69.7,1,5.0,4.0,0.0027,62.7,1,0,0,0,0,0
56074365,56074365,10/01/2018 03:35:00,775961,7,126,E,ML,2.505,15,100,10.0,0.0037,62.2,5,0.0,0.0,71.5,1,5.0,0.0,0.0,69.7,1,5.0,10.0,0.0112,62.2,1,0,0,0,0,0
56079218,56079218,10/01/2018 03:40:00,775961,7,126,E,ML,2.505,12,100,15.0,0.0068,63.9,4,0.0,0.0,71.5,1,4.0,5.0,0.008,68.6,1,4.0,10.0,0.0125,61.5,1,0,0,0,0,0
56084071,56084071,10/01/2018 03:45:00,775961,7,126,E,ML,2.505,24,100,12.0,0.0038,65.7,8,1.0,0.0009,71.5,1,8.0,5.0,0.0035,69.3,1,8.0,6.0,0.0069,61.8,1,0,0,0,0,0
56088924,56088924,10/01/2018 03:50:00,775961,7,126,E,ML,2.505,12,100,6.0,0.001,66.4,4,0.0,0.0,71.5,1,4.0,3.0,0.0015,69.9,1,4.0,3.0,0.0015,62.9,1,0,0,0,0,0
56093777,56093777,10/01/2018 03:55:00,775961,7,126,E,ML,2.505,18,100,11.0,0.0054,64.3,6,2.0,0.0012,71.8,1,6.0,2.0,0.0015,69.8,1,6.0,7.0,0.0134,60.6,1,0,0,0,0,0
56098630,56098630,10/01/2018 04:00:00,775961,7,126,E,ML,2.505,18,100,11.0,0.0033,63.8,6,0.0,0.0,71.8,1,6.0,3.0,0.0023,69.6,1,6.0,8.0,0.0077,61.6,1,0,0,0,0,0
56103483,56103483,10/01/2018 04:05:00,775961,7,126,E,ML,2.505,15,100,8.0,0.0042,65.1,5,0.0,0.0,71.8,1,5.0,4.0,0.0067,68.6,1,5.0,4.0,0.006,61.6,1,0,0,0,0,0
56108336,56108336,10/01/2018 04:10:00,775961,7,126,E,ML,2.505,15,100,14.0,0.0031,66.6,5,6.0,0.004,71.8,1,5.0,0.0,0.0,68.6,1,5.0,8.0,0.0054,62.7,1,0,0,0,0,0
56113189,56113189,10/01/2018 04:15:00,775961,7,126,E,ML,2.505,15,100,24.0,0.0098,60.1,5,0.0,0.0,71.8,1,5.0,6.0,0.0037,69.2,1,5.0,18.0,0.0257,57.0,1,0,0,0,0,0
56118042,56118042,10/01/2018 04:20:00,775961,7,126,E,ML,2.505,15,100,8.0,0.0015,62.8,5,0.0,0.0,71.8,1,5.0,2.0,0.0012,69.5,1,5.0,6.0,0.0034,60.5,1,0,0,0,0,0
56122895,56122895,10/01/2018 04:25:00,775961,7,126,E,ML,2.505,14,100,30.0,0.0071,66.0,5,4.0,0.0024,71.9,1,4.0,10.0,0.0056,69.9,1,5.0,16.0,0.0134,62.1,1,0,0,0,0,0
56127748,56127748,10/01/2018 04:30:00,775961,7,126,E,ML,2.505,18,100,27.0,0.0098,64.0,6,2.0,0.0012,71.9,1,6.0,8.0,0.0089,68.8,1,6.0,17.0,0.0193,60.8,1,0,0,0,0,0
56132601,56132601,10/01/2018 04:35:00,775961,7,126,E,ML,2.505,15,100,14.0,0.0065,61.9,5,0.0,0.0,71.9,1,5.0,4.0,0.003,69.1,1,5.0,10.0,0.0164,59.0,1,0,0,0,0,0
56137454,56137454,10/01/2018 04:40:00,775961,7,126,E,ML,2.505,18,100,21.0,0.0064,64.1,6,3.0,0.002,71.9,1,6.0,5.0,0.0032,69.5,1,6.0,13.0,0.0139,60.3,1,0,0,0,0,0
56142307,56142307,10/01/2018 04:45:00,775961,7,126,E,ML,2.505,15,100,20.0,0.0058,65.1,5,2.0,0.0014,71.8,1,5.0,6.0,0.008,68.5,1,5.0,12.0,0.0079,62.3,1,0,0,0,0,0
56147160,56147160,10/01/2018 04:50:00,775961,7,126,E,ML,2.505,24,100,36.0,0.0114,65.1,8,5.0,0.0031,71.9,1,8.0,10.0,0.0108,67.9,1,8.0,21.0,0.0204,62.1,1,0,0,0,0,0
56152013,56152013,10/01/2018 04:55:00,775961,7,126,E,ML,2.505,18,100,32.0,0.0103,63.2,6,7.0,0.0047,71.8,1,6.0,2.0,0.001,69.1,1,6.0,23.0,0.0251,60.1,1,0,0,0,0,0
56156866,56156866,10/01/2018 05:00:00,775961,7,126,E,ML,2.505,12,100,50.0,0.0155,63.6,4,5.0,0.0031,71.9,1,4.0,20.0,0.0228,63.9,1,4.0,25.0,0.0207,61.8,1,0,0,0,0,0
56161719,56161719,10/01/2018 05:05:00,775961,7,126,E,ML,2.505,18,100,35.0,0.0096,64.1,6,0.0,0.0,71.9,1,6.0,17.0,0.0112,67.0,1,6.0,18.0,0.0176,61.4,1,0,0,0,0,0
56166572,56166572,10/01/2018 05:10:00,775961,7,126,E,ML,2.505,21,100,44.0,0.0099,66.0,7,3.0,0.0014,72.2,1,7.0,14.0,0.0097,68.4,1,7.0,27.0,0.0187,64.1,1,0,0,0,0,0
56171425,56171425,10/01/2018 05:15:00,775961,7,126,E,ML,2.505,15,100,58.0,0.015,66.0,5,4.0,0.0024,72.1,1,5.0,18.0,0.0122,69.2,1,5.0,36.0,0.0304,63.8,1,0,0,0,0,0
56176278,56176278,10/01/2018 05:20:00,775961,7,126,E,ML,2.505,15,100,48.0,0.0131,65.5,5,8.0,0.0048,72.1,1,5.0,14.0,0.0092,69.6,1,5.0,26.0,0.0254,61.3,1,0,0,0,0,0
56181131,56181131,10/01/2018 05:25:00,775961,7,126,E,ML,2.505,18,100,45.0,0.0118,65.8,6,0.0,0.0,72.1,1,6.0,23.0,0.0161,69.7,1,6.0,22.0,0.0193,61.8,1,0,0,0,0,0
56185984,56185984,10/01/2018 05:30:00,775961,7,126,E,ML,2.505,21,100,45.0,0.0132,65.2,7,4.0,0.0026,72.0,1,7.0,14.0,0.0148,67.8,1,7.0,27.0,0.0222,62.8,1,0,0,0,0,0
56190837,56190837,10/01/2018 05:35:00,775961,7,126,E,ML,2.505,18,100,47.0,0.011,66.6,6,2.0,0.0008,72.4,1,6.0,22.0,0.0145,69.1,1,6.0,23.0,0.0176,63.7,1,0,0,0,0,0
56195690,56195690,10/01/2018 05:40:00,775961,7,126,E,ML,2.505,17,100,34.0,0.0091,66.7,6,5.0,0.0032,72.1,1,5.0,14.0,0.0079,69.9,1,6.0,15.0,0.0162,61.9,1,0,0,0,0,0
56200543,56200543,10/01/2018 05:45:00,775961,7,126,E,ML,2.505,18,100,55.0,0.0153,66.2,6,13.0,0.0092,71.7,1,6.0,20.0,0.0128,70.2,1,6.0,22.0,0.024,59.2,1,0,0,0,0,0
56205396,56205396,10/01/2018 05:50:00,775961,7,126,E,ML,2.505,15,100,64.0,0.0156,66.1,5,6.0,0.0037,71.8,1,5.0,20.0,0.0134,70.2,1,5.0,38.0,0.0298,63.0,1,0,0,0,0,0
56210249,56210249,10/01/2018 05:55:00,775961,7,126,E,ML,2.505,18,100,57.0,0.0149,66.9,6,10.0,0.0064,71.8,1,6.0,17.0,0.0141,69.2,1,6.0,30.0,0.0241,63.9,1,0,0,0,0,0
56215102,56215102,10/01/2018 06:00:00,775961,7,126,E,ML,2.505,18,100,50.0,0.0145,65.5,6,7.0,0.0047,71.8,1,6.0,20.0,0.014,69.5,1,6.0,23.0,0.0248,60.2,1,0,0,0,0,0
56219955,56219955,10/01/2018 06:05:00,775961,7,126,E,ML,2.505,15,100,48.0,0.0127,65.0,5,6.0,0.0039,71.8,1,5.0,10.0,0.0082,69.3,1,5.0,32.0,0.026,62.4,1,0,0,0,0,0
56224808,56224808,10/01/2018 06:10:00,775961,7,126,E,ML,2.505,15,100,48.0,0.0143,63.4,5,4.0,0.003,71.7,1,5.0,12.0,0.0092,69.3,1,5.0,32.0,0.0308,60.2,1,0,0,0,0,0
56229661,56229661,10/01/2018 06:15:00,775961,7,126,E,ML,2.505,18,100,47.0,0.0148,61.2,6,7.0,0.0039,72.0,1,6.0,10.0,0.0075,69.4,1,6.0,30.0,0.0331,56.0,1,0,0,0,0,0
56234514,56234514,10/01/2018 06:20:00,775961,7,126,E,ML,2.505,18,100,48.0,0.0129,63.4,6,5.0,0.0035,71.9,1,6.0,15.0,0.0097,69.8,1,6.0,28.0,0.0255,58.4,1,0,0,0,0,0
56239367,56239367,10/01/2018 06:25:00,775961,7,126,E,ML,2.505,18,100,49.0,0.0106,66.4,6,10.0,0.006,72.0,1,6.0,12.0,0.0077,70.0,1,6.0,27.0,0.018,62.8,1,0,0,0,0,0
56244220,56244220,10/01/2018 06:30:00,775961,7,126,E,ML,2.505,15,100,54.0,0.0184,61.8,5,10.0,0.0067,71.9,1,5.0,12.0,0.012,68.7,1,5.0,32.0,0.0365,56.1,1,0,0,0,0,0
56249073,56249073,10/01/2018 06:35:00,775961,7,126,E,ML,2.505,18,100,56.0,0.0143,65.5,6,10.0,0.0068,71.8,1,6.0,13.0,0.0137,67.6,1,6.0,33.0,0.0224,62.7,1,0,0,0,0,0
56253926,56253926,10/01/2018 06:40:00,775961,7,126,E,ML,2.505,12,100,73.0,0.0161,68.3,4,10.0,0.0071,71.7,1,4.0,30.0,0.0205,69.0,1,4.0,33.0,0.0208,66.6,1,0,0,0,0,0
56258779,56258779,10/01/2018 06:45:00,775961,7,126,E,ML,2.505,18,100,62.0,0.0159,67.7,6,10.0,0.0066,71.7,1,6.0,22.0,0.017,68.7,1,6.0,30.0,0.0242,65.6,1,0,0,0,0,0
56263632,56263632,10/01/2018 06:50:00,775961,7,126,E,ML,2.505,21,100,63.0,0.0174,66.8,7,13.0,0.0095,71.5,1,7.0,24.0,0.0187,68.3,1,7.0,26.0,0.0241,63.1,1,0,0,0,0,0
56268485,56268485,10/01/2018 06:55:00,775961,7,126,E,ML,2.505,18,100,73.0,0.0164,68.6,6,13.0,0.0075,71.9,1,6.0,20.0,0.0133,69.3,1,6.0,40.0,0.0283,67.2,1,0,0,0,0,0
56273338,56273338,10/01/2018 07:00:00,775961,7,126,E,ML,2.505,18,100,57.0,0.0185,63.3,6,5.0,0.0044,71.5,1,6.0,20.0,0.0142,69.8,1,6.0,32.0,0.0369,58.0,1,0,0,0,0,0
56278191,56278191,10/01/2018 07:05:00,775961,7,126,E,ML,2.505,24,100,32.0,0.0111,62.4,8,1.0,0.0008,71.6,1,8.0,11.0,0.0116,68.7,1,8.0,20.0,0.0208,58.5,1,0,0,0,0,0
56283044,56283044,10/01/2018 07:10:00,775961,7,126,E,ML,2.505,15,100,50.0,0.0157,62.8,5,8.0,0.0049,71.8,1,5.0,12.0,0.0137,67.5,1,5.0,30.0,0.0286,58.6,1,0,0,0,0,0
56287897,56287897,10/01/2018 07:15:00,775961,7,126,E,ML,2.505,15,100,68.0,0.0174,65.8,5,12.0,0.0082,71.7,1,5.0,22.0,0.0162,68.8,1,5.0,34.0,0.0277,61.7,1,0,0,0,0,0
56292750,56292750,10/01/2018 07:20:00,775961,7,126,E,ML,2.505,18,100,50.0,0.0136,65.9,6,10.0,0.0061,71.9,1,6.0,17.0,0.0118,69.6,1,6.0,23.0,0.0228,60.5,1,0,0,0,0,0
56297603,56297603,10/01/2018 07:25:00,775961,7,126,E,ML,2.505,18,100,64.0,0.0184,63.5,6,8.0,0.0055,71.8,1,6.0,18.0,0.0131,69.8,1,6.0,38.0,0.0366,58.7,1,0,0,0,0,0
56302456,56302456,10/01/2018 07:30:00,775961,7,126,E,ML,2.505,18,100,54.0,0.0116,67.5,6,10.0,0.0063,71.9,1,6.0,22.0,0.0137,70.8,1,6.0,22.0,0.0149,62.1,1,0,0,0,0,0
56307309,56307309,10/01/2018 07:35:00,775961,7,126,E,ML,2.505,18,100,47.0,0.0138,64.5,6,5.0,0.0032,71.9,1,6.0,15.0,0.0112,70.3,1,6.0,27.0,0.027,59.9,1,0,0,0,0,0
56312162,56312162,10/01/2018 07:40:00,775961,7,126,E,ML,2.505,15,100,66.0,0.018,65.2,5,16.0,0.0098,72.0,1,5.0,20.0,0.014,70.4,1,5.0,30.0,0.0302,58.1,1,0,0,0,0,0
56317015,56317015,10/01/2018 07:45:00,775961,7,126,E,ML,2.505,18,100,73.0,0.0217,64.2,6,18.0,0.0118,71.9,1,6.0,25.0,0.0214,68.6,1,6.0,30.0,0.0318,56.0,1,0,0,0,0,0
56321868,56321868,10/01/2018 07:50:00,775961,7,126,E,ML,2.505,18,100,45.0,0.0175,57.0,6,5.0,0.0033,71.9,1,6.0,13.0,0.0114,68.7,1,6.0,27.0,0.0378,48.6,1,0,0,0,0,0
56326721,56326721,10/01/2018 07:55:00,775961,7,126,E,ML,2.505,21,100,59.0,0.0185,61.2,7,10.0,0.0066,71.8,1,7.0,23.0,0.0213,66.9,1,7.0,26.0,0.0275,52.1,1,0,0,0,0,0
56331574,56331574,10/01/2018 08:00:00,775961,7,126,E,ML,2.505,21,100,60.0,0.0169,64.6,7,16.0,0.0095,72.1,1,7.0,23.0,0.0149,69.3,1,7.0,21.0,0.0263,53.6,1,0,0,0,0,0
56336427,56336427,10/01/2018 08:05:00,775961,7,126,E,ML,2.505,24,100,71.0,0.022,63.2,8,15.0,0.0099,71.9,1,8.0,23.0,0.0219,66.9,1,8.0,33.0,0.0343,56.7,1,0,0,0,0,0
56341280,56341280,10/01/2018 08:10:00,775961,7,126,E,ML,2.505,18,100,44.0,0.0115,66.1,6,13.0,0.0108,71.1,1,6.0,13.0,0.0092,68.5,1,6.0,18.0,0.0144,60.8,1,0,0,0,0,0
56346133,56346133,10/01/2018 08:15:00,775961,7,126,E,ML,2.505,21,100,61.0,0.0168,66.5,7,11.0,0.0075,71.4,1,7.0,21.0,0.0161,69.1,1,7.0,29.0,0.0268,62.8,1,0,0,0,0,0
56350986,56350986,10/01/2018 08:20:00,775961,7,126,E,ML,2.505,15,100,86.0,0.0256,65.1,5,16.0,0.0119,71.1,1,5.0,24.0,0.0159,70.4,1,5.0,46.0,0.0491,60.2,1,0,0,0,0,0
56355839,56355839,10/01/2018 08:25:00,775961,7,126,E,ML,2.505,21,100,59.0,0.0192,61.5,7,6.0,0.0033,71.7,1,7.0,17.0,0.0102,70.9,1,7.0,36.0,0.0441,55.4,1,0,0,0,0,0
56360692,56360692,10/01/2018 08:30:00,775961,7,126,E,ML,2.505,21,100,61.0,0.0196,63.5,7,14.0,0.0086,71.9,1,7.0,21.0,0.0187,69.0,1,7.0,26.0,0.0316,54.5,1,0,0,0,0,0
56365545,56365545,10/01/2018 08:35:00,775961,7,126,E,ML,2.505,18,100,65.0,0.0206,62.4,6,5.0,0.0037,71.7,1,6.0,27.0,0.0229,67.9,1,6.0,33.0,0.0351,56.5,1,0,0,0,0,0
56370398,56370398,10/01/2018 08:40:00,775961,7,126,E,ML,2.505,21,100,68.0,0.0195,65.4,7,17.0,0.0109,71.8,1,7.0,20.0,0.0194,66.6,1,7.0,31.0,0.0281,61.2,1,0,0,0,0,0
56375251,56375251,10/01/2018 08:45:00,775961,7,126,E,ML,2.505,24,100,87.0,0.0254,64.9,8,16.0,0.0101,71.9,1,8.0,33.0,0.0259,67.6,1,8.0,38.0,0.0403,59.7,1,0,0,0,0,0
56380104,56380104,10/01/2018 08:50:00,775961,7,126,E,ML,2.505,20,100,75.0,0.0197,66.7,6,15.0,0.0079,72.4,1,7.0,24.0,0.0181,68.7,1,7.0,36.0,0.033,62.9,1,0,0,0,0,0
56384957,56384957,10/01/2018 08:55:00,775961,7,126,E,ML,2.505,18,100,36.0,0.0093,67.0,6,7.0,0.0043,72.2,1,6.0,12.0,0.0072,69.7,1,6.0,17.0,0.0164,62.9,1,0,0,0,0,0
56389810,56389810,10/01/2018 09:00:00,775961,7,126,E,ML,2.505,21,100,65.0,0.0174,69.5,7,10.0,0.0064,72.0,1,7.0,21.0,0.0161,70.7,1,7.0,34.0,0.0298,68.0,1,0,0,0,0,0
56394663,56394663,10/01/2018 09:05:00,775961,7,126,E,ML,2.505,21,100,78.0,0.0241,69.1,7,7.0,0.0047,71.9,1,7.0,31.0,0.0264,71.0,1,7.0,40.0,0.0412,67.1,1,0,0,0,0,0
56399516,56399516,10/01/2018 09:10:00,775961,7,126,E,ML,2.505,21,100,59.0,0.0186,67.1,7,6.0,0.0036,72.0,1,7.0,14.0,0.0098,71.1,1,7.0,39.0,0.0425,64.9,1,0,0,0,0,0
56404369,56404369,10/01/2018 09:15:00,775961,7,126,E,ML,2.505,18,100,78.0,0.0242,68.0,6,17.0,0.0118,71.6,1,6.0,33.0,0.0283,71.1,1,6.0,28.0,0.0326,62.3,1,0,0,0,0,0
56409222,56409222,10/01/2018 09:20:00,775961,7,126,E,ML,2.505,18,100,50.0,0.0175,65.5,6,3.0,0.0021,71.7,1,6.0,20.0,0.0216,68.1,1,6.0,27.0,0.0289,62.9,1,0,0,0,0,0
56414075,56414075,10/01/2018 09:25:00,775961,7,126,E,ML,2.505,21,100,86.0,0.0275,65.3,7,14.0,0.0086,71.9,1,7.0,21.0,0.016,70.0,1,7.0,51.0,0.0579,61.6,1,0,0,0,0,0
56418928,56418928,10/01/2018 09:30:00,775961,7,126,E,ML,2.505,21,100,62.0,0.0169,68.7,7,13.0,0.0084,71.9,1,7.0,19.0,0.0159,70.2,1,7.0,30.0,0.0264,66.3,1,0,0,0,0,0
56423781,56423781,10/01/2018 09:35:00,775961,7,126,E,ML,2.505,21,100,40.0,0.0188,62.3,7,7.0,0.0057,71.6,1,7.0,19.0,0.0302,59.2,1,7.0,14.0,0.0206,61.8,1,0,0,0,0,0
56428634,56428634,10/01/2018 09:40:00,775961,7,126,E,ML,2.505,21,100,92.0,0.0343,60.8,7,17.0,0.0114,71.6,1,7.0,29.0,0.0278,62.8,1,7.0,46.0,0.0636,55.6,1,0,0,0,0,0
